text,reviewId,url,placeId,categoryName,stars,title,reviewImageUrls/0,genre,prompt,completion
Awesome place. Killer 80's arcade classics and decor  . The food is excellent and priced right. Good fun for the whole family.,ChdDSUhNMG9nS0VJQ0FnSURjMDUtSXV3RRAB,"https://www.google.com/maps/place/CityCade+Classic+Arcade+and+Pinball+Game+Bar,+Gastonia+NC/@35.2341215,-81.0537741,11z/data=!4m6!3m5!1s0x8856c1b3a8efdad9:0xd240e10ee1ba3f55!8m2!3d35.2632135!4d-81.1797882!16s%2Fg%2F11j7k_xln2?hl=en",ChIJ2drvqLPBVogRVT-64Q7hQNI,Bar,5.0,"CityCade Classic Arcade and Pinball Game Bar, Gastonia NC",https://lh5.googleusercontent.com/p/AF1QipPEhELGDEVGqJs2eQtNcaBixupB0LSr87T69DAj=w150-h150-k-no-p,activity,A Google Maps review about a bar.,Awesome place. Killer 80's arcade classics and decor  . The food is excellent and priced right. Good fun for the whole family.
"Just went here for the first time and loved it. Good 80’s music playing the background and really cool arcade machines including classic games and newer pinball tables like Stranger Things and The Mandalorian, not to mention the big 2 player shoot ‘em up Terminator game. Places like this are hard to find anymore and I really appreciated it. Thanks guys!",ChdDSUhNMG9nS0VJQ0FnSUNPNXIzSHpnRRAB,"https://www.google.com/maps/place/CityCade+Classic+Arcade+and+Pinball+Game+Bar,+Gastonia+NC/@35.2341215,-81.0537741,11z/data=!4m6!3m5!1s0x8856c1b3a8efdad9:0xd240e10ee1ba3f55!8m2!3d35.2632135!4d-81.1797882!16s%2Fg%2F11j7k_xln2?hl=en",ChIJ2drvqLPBVogRVT-64Q7hQNI,Bar,5.0,"CityCade Classic Arcade and Pinball Game Bar, Gastonia NC",https://lh5.googleusercontent.com/p/AF1QipMT1hAGp3t0ikUxaauTfGnQFiepEJGVF59Pn8l1=w150-h150-k-no-p,activity,A Google Maps review about a bar.,"Just went here for the first time and loved it. Good 80’s music playing the background and really cool arcade machines including classic games and newer pinball tables like Stranger Things and The Mandalorian, not to mention the big 2 player shoot ‘em up Terminator game. Places like this are hard to find anymore and I really appreciated it. Thanks guys!"
"What an incredible hidden little gem in the PNW.. it is a bit of a drive out of the way, but totally worth it. Green fees weren’t outrageous.. the layout and design offers quite a tasty little treat. We wish we would have played better but will return for another humbling afternoon!",ChdDSUhNMG9nS0VJQ0FnSURCc3BDYnNRRRAB,"https://www.google.com/maps/place/Salish+Cliffs+Golf+Club/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x54919be15d0bc3df:0x21bfe84fdc459560!8m2!3d47.1206572!4d-123.1069721!16s%2Fg%2F1tklq7qw?hl=en",ChIJ38MLXeGbkVQRYJVF3E_ovyE,Golf club,5.0,Salish Cliffs Golf Club,https://lh5.googleusercontent.com/p/AF1QipPGYifFOthRrQHh4z2hoYnD0C6uIzMwrpzxRwo=w150-h150-k-no-p,activity,A Google Maps review about a golf club.,"What an incredible hidden little gem in the PNW.. it is a bit of a drive out of the way, but totally worth it. Green fees weren’t outrageous.. the layout and design offers quite a tasty little treat. We wish we would have played better but will return for another humbling afternoon!"
A world class facility! This place is is on another level! Each hole is surrounded by trees and it's like you're on another planet when you play. So quiet and the course is always in great shape!,ChdDSUhNMG9nS0VJQ0FnSURRM1piazdnRRAB,"https://www.google.com/maps/place/Salish+Cliffs+Golf+Club/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x54919be15d0bc3df:0x21bfe84fdc459560!8m2!3d47.1206572!4d-123.1069721!16s%2Fg%2F1tklq7qw?hl=en",ChIJ38MLXeGbkVQRYJVF3E_ovyE,Golf club,5.0,Salish Cliffs Golf Club,https://lh5.googleusercontent.com/p/AF1QipMwXGJjqN3i6WqQq-I_A9Qhb3FhbdBeUF-gsYCF=w150-h150-k-no-p,activity,A Google Maps review about a golf club.,A world class facility! This place is is on another level! Each hole is surrounded by trees and it's like you're on another planet when you play. So quiet and the course is always in great shape!
God course is nature's beauty,ChdDSUhNMG9nS0VJQ0FnSUM4d2NTQTFnRRAB,"https://www.google.com/maps/place/Salish+Cliffs+Golf+Club/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x54919be15d0bc3df:0x21bfe84fdc459560!8m2!3d47.1206572!4d-123.1069721!16s%2Fg%2F1tklq7qw?hl=en",ChIJ38MLXeGbkVQRYJVF3E_ovyE,Golf club,5.0,Salish Cliffs Golf Club,https://lh5.googleusercontent.com/p/AF1QipMADo4kMuVt5bwllZHBvB2yuZX8AfXEtb6HdwGI=w150-h150-k-no-p,activity,A Google Maps review about a golf club.,God course is nature's beauty
"Great course. Awesome layout, very well maintained. Average drainage; pretty soft in some spots after a rain but that could be said for any course. Open fairways. The greens were in excellent condition. Significant elevation changes and lots of space between holes. GPS enabled carts are nice.",ChdDSUhNMG9nS0VJQ0FnSURpaHMzcjZRRRAB,"https://www.google.com/maps/place/Salish+Cliffs+Golf+Club/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x54919be15d0bc3df:0x21bfe84fdc459560!8m2!3d47.1206572!4d-123.1069721!16s%2Fg%2F1tklq7qw?hl=en",ChIJ38MLXeGbkVQRYJVF3E_ovyE,Golf club,4.0,Salish Cliffs Golf Club,https://lh5.googleusercontent.com/p/AF1QipMcBKLj9wXTQf1hDQr43S0ZxgqlV7HJ8zE5eIp-=w150-h150-k-no-p,activity,A Google Maps review about a golf club.,"Great course. Awesome layout, very well maintained. Average drainage; pretty soft in some spots after a rain but that could be said for any course. Open fairways. The greens were in excellent condition. Significant elevation changes and lots of space between holes. GPS enabled carts are nice."
Awesome golf. Best greens I've ever played on. Highly recommend making the trip to play.,ChZDSUhNMG9nS0VJQ0FnSURRanBQa0hBEAE,"https://www.google.com/maps/place/Salish+Cliffs+Golf+Club/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x54919be15d0bc3df:0x21bfe84fdc459560!8m2!3d47.1206572!4d-123.1069721!16s%2Fg%2F1tklq7qw?hl=en",ChIJ38MLXeGbkVQRYJVF3E_ovyE,Golf club,5.0,Salish Cliffs Golf Club,https://lh5.googleusercontent.com/p/AF1QipOUekErlN8oYRHi_vQ3I1jXdEr8bax6QZUC7n8V=w150-h150-k-no-p,activity,A Google Maps review about a golf club.,Awesome golf. Best greens I've ever played on. Highly recommend making the trip to play.
"Challenging course. Gorgeous sweeping views. 1) If you buy the Costco vouchers, call ahead. We were fortunate enough to talk with the Pro to validate ours, but he was very forward that we would not be able to play on a Saturday/holiday again.
2) Good people.
3) Interesting carts (you MUST ride the course). DO NOT get close to the green or the cart will shut down. Not fun. There needs to be a better verbal warning.
4) USE the electronic ordering system as you turn the 15th or 16th hole. The kitchen is slow and even more so if you are hungry.",ChZDSUhNMG9nS0VJQ0FnSURBNU9lbktnEAE,"https://www.google.com/maps/place/Salish+Cliffs+Golf+Club/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x54919be15d0bc3df:0x21bfe84fdc459560!8m2!3d47.1206572!4d-123.1069721!16s%2Fg%2F1tklq7qw?hl=en",ChIJ38MLXeGbkVQRYJVF3E_ovyE,Golf club,5.0,Salish Cliffs Golf Club,https://lh5.googleusercontent.com/p/AF1QipPoMwXb0Nyx3H85ZEw4-hByZhii9exxW5reyetj=w150-h150-k-no-p,activity,A Google Maps review about a golf club.,"Challenging course. Gorgeous sweeping views. 1) If you buy the Costco vouchers, call ahead. We were fortunate enough to talk with the Pro to validate ours, but he was very forward that we would not be able to play on a Saturday/holiday again.
2) Good people.
3) Interesting carts (you MUST ride the course). DO NOT get close to the green or the cart will shut down. Not fun. There needs to be a better verbal warning.
4) USE the electronic ordering system as you turn the 15th or 16th hole. The kitchen is slow and even more so if you are hungry."
Fantastic course.   Very challenging.  Stunning scenery.,ChdDSUhNMG9nS0VJQ0FnSUNBM05tYmxBRRAB,"https://www.google.com/maps/place/Salish+Cliffs+Golf+Club/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x54919be15d0bc3df:0x21bfe84fdc459560!8m2!3d47.1206572!4d-123.1069721!16s%2Fg%2F1tklq7qw?hl=en",ChIJ38MLXeGbkVQRYJVF3E_ovyE,Golf club,5.0,Salish Cliffs Golf Club,https://lh5.googleusercontent.com/p/AF1QipMBtQKOIxLVN49hQzQZz1wgLb8-AbeAmbsIx3tY=w150-h150-k-no-p,activity,A Google Maps review about a golf club.,Fantastic course.   Very challenging.  Stunning scenery.
"Beautiful course, it's worth the drive. Look for the 2 for 1 coupon.",ChZDSUhNMG9nS0VJQ0FnSUN3ajRxRlN3EAE,"https://www.google.com/maps/place/Salish+Cliffs+Golf+Club/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x54919be15d0bc3df:0x21bfe84fdc459560!8m2!3d47.1206572!4d-123.1069721!16s%2Fg%2F1tklq7qw?hl=en",ChIJ38MLXeGbkVQRYJVF3E_ovyE,Golf club,5.0,Salish Cliffs Golf Club,https://lh5.googleusercontent.com/p/AF1QipMfNmAApK77pHOLgg68A8QFGDFhADdhEk8jeFqy=w150-h150-k-no-p,activity,A Google Maps review about a golf club.,"Beautiful course, it's worth the drive. Look for the 2 for 1 coupon."
"Volunteered with Summit Pacific Medical Center to host a celebrity golf tournament. Needless to say the course is beautiful, an absolute sight to see the beautiful pacific northwest and it embodies it perfectly.",ChZDSUhNMG9nS0VJQ0FnSURLNnI3a1lBEAE,"https://www.google.com/maps/place/Salish+Cliffs+Golf+Club/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x54919be15d0bc3df:0x21bfe84fdc459560!8m2!3d47.1206572!4d-123.1069721!16s%2Fg%2F1tklq7qw?hl=en",ChIJ38MLXeGbkVQRYJVF3E_ovyE,Golf club,5.0,Salish Cliffs Golf Club,https://lh5.googleusercontent.com/p/AF1QipNWhUiyojv7SxQBd9snFPB620mf7wKbALMP2rIj=w150-h150-k-no-p,activity,A Google Maps review about a golf club.,"Volunteered with Summit Pacific Medical Center to host a celebrity golf tournament. Needless to say the course is beautiful, an absolute sight to see the beautiful pacific northwest and it embodies it perfectly."
"One of the finest, if not THE finest course in the state. Immaculate conditions, beautiful surroundings, it's challenging, but you will love being there no matter what you shoot. I'm pretty sure this pic explains it all.",ChdDSUhNMG9nS0VJQ0FnSURnalBhRWx3RRAB,"https://www.google.com/maps/place/Salish+Cliffs+Golf+Club/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x54919be15d0bc3df:0x21bfe84fdc459560!8m2!3d47.1206572!4d-123.1069721!16s%2Fg%2F1tklq7qw?hl=en",ChIJ38MLXeGbkVQRYJVF3E_ovyE,Golf club,5.0,Salish Cliffs Golf Club,https://lh5.googleusercontent.com/p/AF1QipMGQpyo5u58q4XGH_L_8VlWYbSlWSCltT3OxDQV=w150-h150-k-no-p,activity,A Google Maps review about a golf club.,"One of the finest, if not THE finest course in the state. Immaculate conditions, beautiful surroundings, it's challenging, but you will love being there no matter what you shoot. I'm pretty sure this pic explains it all."
"Great course, and facilities.",ChZDSUhNMG9nS0VJQ0FnSUNRd29xZVdnEAE,"https://www.google.com/maps/place/Salish+Cliffs+Golf+Club/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x54919be15d0bc3df:0x21bfe84fdc459560!8m2!3d47.1206572!4d-123.1069721!16s%2Fg%2F1tklq7qw?hl=en",ChIJ38MLXeGbkVQRYJVF3E_ovyE,Golf club,5.0,Salish Cliffs Golf Club,https://lh5.googleusercontent.com/p/AF1QipNaU9OkFHadu-DI4xTMQJXy1VBHneIXe-0qjb-E=w150-h150-k-no-p,activity,A Google Maps review about a golf club.,"Great course, and facilities."
"Wow, great course, and tough -- probably should have saved this one for a bit later in the season once I knock the rust off my swing... otherwise it'll be big numbers on the scorecard. Awesome challenge and so well-kept all around.",ChZDSUhNMG9nS0VJQ0FnSURjc3VmaGJBEAE,"https://www.google.com/maps/place/Salish+Cliffs+Golf+Club/@47.1206069,-125.4140854,8z/data=!4m6!3m5!1s0x54919be15d0bc3df:0x21bfe84fdc459560!8m2!3d47.1206572!4d-123.1069721!16s%2Fg%2F1tklq7qw?hl=en",ChIJ38MLXeGbkVQRYJVF3E_ovyE,Golf club,5.0,Salish Cliffs Golf Club,https://lh5.googleusercontent.com/p/AF1QipM5tNLcKRwOy4mR8uz5p4xOomjSOCIK_57-k7wu=w150-h150-k-no-p,activity,A Google Maps review about a golf club.,"Wow, great course, and tough -- probably should have saved this one for a bit later in the season once I knock the rust off my swing... otherwise it'll be big numbers on the scorecard. Awesome challenge and so well-kept all around."
It's a Arcade with craft beer...need I say more. Also they have domestic beers and liquor. Definitely recommend checking it out.,ChZDSUhNMG9nS0VJQ0FnSUNvLWF2ekJ3EAE,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipMp_XxCIrwprdtBxGAH4wCn8V1mGzNSpPlRFL9O=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,It's a Arcade with craft beer...need I say more. Also they have domestic beers and liquor. Definitely recommend checking it out.
"Love this place, good beer selection and great old arcade games.",ChdDSUhNMG9nS0VJQ0FnSUNvLWNqMjNBRRAB,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipO5N2ric9EMpa5IIvAC2iF8hFqdQ39mQf-PixNq=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,"Love this place, good beer selection and great old arcade games."
"Such a fun atmosphere, love pinball, arcade games, great drinks, friendly staff. When you come across one of your fav games from forever ago...Frogger, makes you a little happy 😊",ChZDSUhNMG9nS0VJQ0FnSUNleHEzQk1nEAE,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipNrSMSEgMWIAKlbG4AinvqNP3yWPe-zWIXXYLzd=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,"Such a fun atmosphere, love pinball, arcade games, great drinks, friendly staff. When you come across one of your fav games from forever ago...Frogger, makes you a little happy 😊"
"This place was so fun. Got a Princess Peach drink, totally yummy and got tokens for each drink purchase. Great variety of games.",ChZDSUhNMG9nS0VJQ0FnSURncnAzVlpBEAE,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipPL2eEU2W1pse7Q9dfMMqam8biBLOkeXWEk-J_Q=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,"This place was so fun. Got a Princess Peach drink, totally yummy and got tokens for each drink purchase. Great variety of games."
Retro video games that use token. You get tokens when you buy beer. Fun and laidback atmosphere.,ChdDSUhNMG9nS0VJQ0FnSURBbGMzSDNBRRAB,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,4.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipOQu3D0uSX8sKYNGIh_QIqCWdIbWt-WFz3hZUg8=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,Retro video games that use token. You get tokens when you buy beer. Fun and laidback atmosphere.
"One of the top video game bars in Dayton, especially now that they switched their games to free to play! Except of course for the pinball and skeet ball machines. But with an impressive beer selection and a pizza shop that delivers to the bar and with friendly, helpful staff this place is definitely among my recommendations. It is just about 3 blocks from downtown, but much like everything else in Dayton it still is quite close to the rest of the bars. The only improvement would be to be in downtown, but overall I certainly recommend a visit!",ChZDSUhNMG9nS0VJQ0FnSURHNHZUR2NREAE,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipOiF7lnIWD8G0Yf8XTcmPkgqJuCaLZQ5gv_OwaR=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,"One of the top video game bars in Dayton, especially now that they switched their games to free to play! Except of course for the pinball and skeet ball machines. But with an impressive beer selection and a pizza shop that delivers to the bar and with friendly, helpful staff this place is definitely among my recommendations. It is just about 3 blocks from downtown, but much like everything else in Dayton it still is quite close to the rest of the bars. The only improvement would be to be in downtown, but overall I certainly recommend a visit!"
"I always have a great time at DK Effect. Skeeball is usually an easy go to and with such a wide variety of games there is something for everyone. I had not be in for a while and noticed a large amount of new pinball machines which is always a good time.

They now have food as well too.",ChZDSUhNMG9nS0VJQ0FnSURNOGJ5NmNREAE,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipPPdTkZ9rp2bS9d_LNgE7h9pO-FlxLkAVet8LoQ=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,"I always have a great time at DK Effect. Skeeball is usually an easy go to and with such a wide variety of games there is something for everyone. I had not be in for a while and noticed a large amount of new pinball machines which is always a good time.

They now have food as well too."
"This place is great. There's tons of classic arcade games, and pinball as well. The environment is very friendly and low-key. There are many ciders and beers on tap, as well as shots and delicious, original and geeky themed cocktails. Several games are free to play, but you get tokens for every drink you buy. You can also buy tokens without imbibing. Drop in and drop some tokens for a high score and some highly delicious beverages!",ChdDSUhNMG9nS0VJQ0FnSURJMnRPV29RRRAB,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipNorey70pUGhiEAYUAaQuXlkqZBTPJA5ugymHJj=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,"This place is great. There's tons of classic arcade games, and pinball as well. The environment is very friendly and low-key. There are many ciders and beers on tap, as well as shots and delicious, original and geeky themed cocktails. Several games are free to play, but you get tokens for every drink you buy. You can also buy tokens without imbibing. Drop in and drop some tokens for a high score and some highly delicious beverages!"
"Wide selection of pinball tables, most for 75 cents. Wider selection of classic arcade cabinets, free with purchase of a drink. Good value for how much fun we had!",ChdDSUhNMG9nS0VJQ0FnSUNzenR2cGhBRRAB,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipPgHDiBXBzDFtEjlogzJW13HmE9u5hCpWwNL9J4=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,"Wide selection of pinball tables, most for 75 cents. Wider selection of classic arcade cabinets, free with purchase of a drink. Good value for how much fun we had!"
Great selection of classic arcade games and 40 beers on tap,ChdDSUhNMG9nS0VJQ0FnSUNvbWZqX3NRRRAB,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,4.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipM7OcO6ir0YxdftiNK4jyHPXaMKZ85Cn5ToJJf8=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,Great selection of classic arcade games and 40 beers on tap
"A great spot to replay the classic arcade games of the 80s like pacman, ms pacman, asteroids, galaga, the simpsons, star wars atari, spy hunter, pinball, digdug, centipede, donkey kong and donkey kong jr (beat my hugh score of 33,300!) along with some shooter games and 2 skeeball lanes.

Staff is friendly.  Beers are delicious and include game tokens.  Most arcade games cost a single token, thank you!  Mexican and Pizza joints nearby and they deliver.  I ordered a turkey grinder with cheesebread for $9.  Yum.  I recommend the Ace Pineapple Cider craft beer.",ChdDSUhNMG9nS0VJQ0FnSURnZ0ktS3NBRRAB,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipN223KDEiKVMXJweOXtFQThIO05t5TWlpteLaAx=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,"A great spot to replay the classic arcade games of the 80s like pacman, ms pacman, asteroids, galaga, the simpsons, star wars atari, spy hunter, pinball, digdug, centipede, donkey kong and donkey kong jr (beat my hugh score of 33,300!) along with some shooter games and 2 skeeball lanes.

Staff is friendly.  Beers are delicious and include game tokens.  Most arcade games cost a single token, thank you!  Mexican and Pizza joints nearby and they deliver.  I ordered a turkey grinder with cheesebread for $9.  Yum.  I recommend the Ace Pineapple Cider craft beer."
DK where everyday is St Patricks Day. Thanks Brooke,ChZDSUhNMG9nS0VJQ0FnSUNxN1BQdWZBEAE,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipOV8n9-JO5Lgann5RsgmPXpCUTwtC1X_mO0JOu4=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,DK where everyday is St Patricks Day. Thanks Brooke
I really enjoyed this bar as a arcade collector most of the machines were in good condition and playable all of the video games were free. They also had a large selection of beer,ChdDSUhNMG9nS0VJQ0FnSURZd3ZucG1nRRAB,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipNxkPVaU3igt9S5dDMcJ1nCA5UGAdDpdZDh6ILI=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,I really enjoyed this bar as a arcade collector most of the machines were in good condition and playable all of the video games were free. They also had a large selection of beer
Good selection of beers and video games.  Worth a visit.,ChdDSUhNMG9nS0VJQ0FnSURDOHMzV3NRRRAB,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,4.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipNyKPww69OoC9UofjEEsEuWVKlHQgj0jCkAyTOK=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,Good selection of beers and video games.  Worth a visit.
Great place to grab drinks and spend an evening especially with free play.,ChZDSUhNMG9nS0VJQ0FnSUNNemNIbkh3EAE,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipPggrEojgTJuBgaS1N7tdWz9aakOFMOTD3YptN7=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,Great place to grab drinks and spend an evening especially with free play.
The atmosphere was casual and low key. Drinks were ok. Beer selection was good. Tokens were given with each drink (10 to 12). I personally loved it. Playing games and drinking. Some of the games were not working. Vast majority were in good shape.,ChZDSUhNMG9nS0VJQ0FnSUNBLV8yaldREAE,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipMYs7-s-o1m54GeHOMCVVzKk06NS9xJ8vY1rWfD=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,The atmosphere was casual and low key. Drinks were ok. Beer selection was good. Tokens were given with each drink (10 to 12). I personally loved it. Playing games and drinking. Some of the games were not working. Vast majority were in good shape.
Will place with a killer beer selection. Arcades on free play & a good selection of pinball machines at a reasonable price. Good pizza joint next door too.,ChdDSUhNMG9nS0VJQ0FnSUM0LVl5RzRnRRAB,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipPaQQrz90AO0wC178PRL0bCNntK5RqrocbCtseO=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,Will place with a killer beer selection. Arcades on free play & a good selection of pinball machines at a reasonable price. Good pizza joint next door too.
Awesome 40 tap craft beer lineup and ver good whiskey/bourbon list. Great food too,ChZDSUhNMG9nS0VJQ0FnSURoeVlLVEdBEAE,"https://www.google.com/maps/place/DK+Effect/@39.3957537,-87.2740311,7z/data=!4m6!3m5!1s0x884083f1f99bdcdd:0x500b926af038b51d!8m2!3d39.7626736!4d-84.1701609!16s%2Fg%2F11c6dm2dzr?hl=en",ChIJ3dyb-fGDQIgRHbU48GqSC1A,Video arcade,5.0,DK Effect,https://lh5.googleusercontent.com/p/AF1QipPTHu4VoyrqWvv2X4eFa3dJ9NaN31hbtvglufEk=w150-h150-k-no-p,activity,A Google Maps review about a video arcade.,Awesome 40 tap craft beer lineup and ver good whiskey/bourbon list. Great food too
