stars,publishedAtDate,name,text,title,subTitle,description,price,totalScore,likesCount,isLocalGuide,reviewId,categoryName,reviewImageUrls/0,reviewImageUrls/1,reviewImageUrls/2,reviewImageUrls/3,reviewImageUrls/4,reviewImageUrls/5,reviewImageUrls/6,reviewImageUrls/7,reviewImageUrls/8,reviewImageUrls/9,reviewUrl,reviewerId,reviewerNumberOfReviews,reviewerPhotoUrl,reviewerUrl,reviewsCount,scrapedAt,state,street,temporarilyClosed,url,website,categories/0,categories/1,categories/2,categoryName.1,genre,keywords,keywords_only,sentiment,sent_score_0,label,placeId,text_length,prompt,text_gpt3_v2,prompt_v3,gpt3_v3
,,,"Super comfy, chic and attentive staff",The LINE LA,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURNbDhYY3RBRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJEz1I84K4woARzSOwF86sb5c,,A Google Maps review about a Hotel. ###, Great Experience! Clean rooms and very friendly staff. ,A Google Maps review about a Hotel. ###, Staff was fantastic. Delicious breakfast every morning. Beds were comfy and beds were clean as can be. Housekeeping was great as well. Rooms were too cold while we were there though they could not control that. Wifi is painfully slow. Staff was still helpful and very accommodating no matter what. 
,,,"Openaire was delicious. The wagyu sirloin steak, ahi poke, pig ears, and the fish were all delicious. If I had to pick one winner, it would be the pig ears appetizer. But everything was delicious along with the atmosphere  and decor. Will be back for sure.",The LINE LA,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURxcUxURG5BRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJEz1I84K4woARzSOwF86sb5c,,A Google Maps review about a Hotel. ###," The Hotel is wonderful, however you have to pay for Internet, Valet Parking Service 90.00 per day, Safe Deposit Box 38.00 per Day, and to get an extra blanket 10.00.

Nothing was mentioned or posted during my reservation. Safety Deposit Box fee should be included in the price when reserving or promotions declared on Wyndham website or when making the reservation.

Surprised and frustrated.

I must admit that the Restaurant Food is delicious- Best breakfast in town. I will come back for this reason ONLY. Neutral spoiled my stay.
Can we have 2 extra pillows please! ",A Google Maps review about a Hotel. ###," Excellent location, a little bit worn but had a great stay, secure, right in downtown, romantic, great value, had breakfast there the next day and everything was still warm and tasty at 9AM ! 👍 The saloon is a small bit intimidating, strange not being able to even have a drink at night, bizarre, but still, great place. I will be booking again if I’m in the area! Cookies were warm, biscuit fresh and a nice fresh half and half. Coffee was strong and made right. Cute and comfy little room, French hotel, and their offer for a single for $40 for a standard room and I can say is worth it!  Quiet , nice, modern and just SECURED from the street!! Will be back!!🎶 "
,,,"I love boutique hotels. And The Line LA is now on the top of my list. The design is super fun, while being both thoughtful and playful. 5 stars for the service, the staff here is friendly and engaged. I’m on the 8th floor in a King room with an expansive view of the Hollywood hills. My room has the bed, a desk and additional seating which I really enjoy using. I like how spacious my room is. I don’t want to get out of bed, it’s cozy and comfy, not stiff. The bath did not disappoint, soft towels and a dojo type robe that I appreciated for its light weight.
I had dinner and wine at the hotel, and again, great service. The food had a fresh take that was interesting and delicious. I’m in town for the weekend and The Line is a perfect fit.

This is an update. I returned to The Line for three days during Christmas. Same great service. My family joined me for Christmas Day brunch at the newly opened Openaire restaurant. The meal featured rolling carts with sides that were inventive, tasty and fun.",The LINE LA,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUN3NjdpS3FnRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJEz1I84K4woARzSOwF86sb5c,,A Google Maps review about a Hotel. ###," I love staying here for the weekend, I reconnect with myself. The staff is friendly upon entering the front door, valet, restaurant, front desk and housekeeping. I will be back next year! ",A Google Maps review about a Hotel. ###," Literally one of the friendliest hotels I have ever stayed at. The hotel and fitness center is spotless. The older and young staff can't be beat.  I stayed here because I got my tire and blow out fixed. Easy to find with their location books, I did it on my Google maps for those that see this or want to check in before hitting the road and see where I am. The breakfast is the best, whole foods are wonderful and I can recommend the bowl scramble you get before your highway trip. My room was fantastic. Staff was top notch. Coffee is roasted beans. The fitness center is amazing for working out or just getting a good therapy session in. The ipad work out app works great, you can use an apple watch to work out without needing a phone.
Love this place! Molds smell in the shower.  Could be a better breakfast option and hot govs maybe. Overall fantastic place. "
,,,Super cute boutique hotel in the ♥️ of Koreatown. I loved the view from my room.,The LINE LA,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNxeEx2MHJnRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJEz1I84K4woARzSOwF86sb5c,,A Google Maps review about a Hotel. ###," Excellent staff, nice casino, a little smoky and the machines pay out low but I still had a great time gambling. I would definitely come back again. ",A Google Maps review about a Hotel. ###," Spent 3 nights here with 2 cruises to Columbia in between. It was PERFECT. The amenities were incredible, the beds were comfortable, we were greeted with snacks (thanks Kathy!). I loved the little touches like bottled watermelon gummies in our mini fridge and fully stocked & delicious breakfast each morning (Hot pastry in the mini fridge, cereals, yogurts, etc). The ""spaces"" (closets in the bathroom being open reminded me of being a kid and hiking from campsite to campsite). The kids absolutely loved their ""dry jumbo dice game"" and playing fun Yahtzee knock out games. Our room (BX2) had a view of the river & city lights. Would love to come back in the summer or spring. It was close enough to attractions to enjoy but felt removed enough we could relax. Thank you! "
,,,"Awesome modern sanctuary. Solid soundproof rooms. Enjoyed the pool, so close to nicely stocked bar. Great staff that were vert accomadating.",The LINE LA,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNRXzRLeVhBEAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJEz1I84K4woARzSOwF86sb5c,,A Google Maps review about a Hotel. ###," Good location and affordable for the quality of rooms and facility. Even though parking is validated, $40 for a valet is steep for a standard hotel room with no ocean views. You have an option of going down one flight of stairs or down 5-6 flights of stairs to the boardwalk. Also it's expected that you go outside to get to the boardwalk entrance then back inside to get to the hotel again. Plan on getting sand on your feet the entire time. It was nice having a breakfast area where you can order and get coffee starting at 6am until 9am. ",A Google Maps review about a Hotel. ###," Absolutely loved our stay here! Great food, great service, and great rooms! Eleene our contact was a dream to work with, and helped us with finding flights home and even explored restaurants for us to try! Will definitely be telling all of our friends what a wonderful memorable trip this was! Unfortunately we had a storm here and our roof was damaged in two areas on our roof, but called her and she got all that taken care of. Yay! Perfect stay and will definitely be back! "
,,,"Boutique hotel is what I heard - little did I know what that means. For starters it's way expensive: $375 for a tiny room with no desk, no useable coffee table (it had stacks of glued together wooden blocks in varying heights) only 1 chair and a tough squeeze to get into my side of the bed. Parking was $55 for 1 night! Room service breakfast (everything else was closed) cost $75! (Oatmeal, toast, eggs, pancakes, coffee for 2  and it was cold). The bathroom has no space for a bag or anything. The sink is non standard height (too low), the lamps are all crooked (about 45 degrees), the walls are unfinished concrete, and electrical outlets are gang boxes fed by 1"" and 1/2"" conduits. And for $20 you get to take a plain looking river pebble - they sell it as a memento.",The LINE LA,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUM0c2ZETERnEAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJEz1I84K4woARzSOwF86sb5c,,A Google Maps review about a Hotel. ###, Great location and amenities. Brought my dog and. Had a nice beach walk every morning. ,A Google Maps review about a Hotel. ###," Ouzo Sky Bar  is casual with a pretty ambience. The tables are placed amongst the flowers and sundeck, while the umbrellas offer additional privacy if necessary. Reservations are recommended because of its popularity. The food was very good, with a wide variety of starters, mains, and desserts. Service was also very good. I can definitely recommend this restaurant for any romantic getaway, family travel, business trip, group attendence, or impromptu date night! The view keeps you coming back for more! "
,,,"After we checked in, the first room assigned for us was full of the smell of weed, and the doorman who helped us with luggages said he felt the same thing. The second room assign for us was better, we thought. But, there was a ""boxed water"" with only half inside. Have no idea whether it was served by the hotel or left by the previous customer. BUT it is only half bottle. Then when we woke up this morning, we figured out there is a stain on the comforter. We suspected it was a blood stain. Then we found the hotel manager, he kept saying that everything has been washed and he could guarantee that this is clean.

It is not only the quality of this hotel. We could bear the mistakes. BUT the attitude of the manager and the front desk was disgusting. In their thoughts, once we reached the supervisor, the problem should have been finished, even we were not OK with their solutions. And they also said so when we tried to reach out the supervisor again since we are not satisfied with the solution, like “you have already met my supervisor, and this problem now should have been solved. Sorry but I cannot let you see my supervisor again. “",The LINE LA,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURRcVpXRHFBRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJEz1I84K4woARzSOwF86sb5c,,A Google Maps review about a Hotel. ###, It is a nice place. Beautiful sky walk to get down to breakfast and then continue on to the river walk. It has indoor pools for water activities in colder months. Nice balcony view of skyline. Nice Marriott amenities. Nicely decorated. Nice flat screen TV. Pillows and bed too hard for me. Nice indoor restaurant. Nice desk staff. Parking cost $44 a night extra which I found amusing for a downtown hotel but went ahead and paid anyhow. ,A Google Maps review about a Hotel. ###, Great spa services. Interior is simple and a little dated but the amenities are great. I went on a Thursday and they offered a some great deals like $43 couples massage and $38 exfoliating facial. The massage was very good too. The towels could have been softer but that's to be expected with a spa. Overall I would definitely go back. 
,,,"Always a great stay! Beautiful atmosphere great location!!
Check out my IG for more pics @herr_majesty & @travelbae4ever",The LINE LA,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUQwdG8tVlN3EAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJEz1I84K4woARzSOwF86sb5c,,A Google Maps review about a Hotel. ###, Good looking bar on the lobby. Comfy couches. Nothing particularly special in drinks or anything else. Maybe a little on the pricey side. The hotel staff walking around looking like they just came out of the woods (one of them drooling). Not luxurious like the lobby. Terrible service. ,A Google Maps review about a Hotel. ###," I've stayed here twice, and I have been impressed both times. Presentation is excellent and the staff is friendly. How far down the highway I didn't know.

I have seen the room amenities....nice. "
,,,"My hotel of choice when I'm in LA. I was surprised that Commissary was gone, but the current restaurant Openaire was excellent for dinner. Staff is always super friendly and I love the minimalist rooms. Always sleep well here. X",The LINE LA,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURJeEk3c0RREAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJEz1I84K4woARzSOwF86sb5c,,A Google Maps review about a Hotel. ###," Never again.   1. I booked a classic king non-smoking room.  2. We were given a non-smoking double.  3. Boy were the sheets disgusting - stains and  feel.  Would not have gone to bed with those.  Washed when we returned.  Stained again in the middle of the night.
Things improved but...
4. The bath and sink were scraped - not rusted but accumulating what seemed like years of mostly washed off stuff. 5. Apparently they lock the pool area at 8:00pm. I was told after 8:00pm guests could go out there to look at the beautiful pool. I returned to my room after 11:00pm to go to bed",A Google Maps review about a Hotel. ###," Absolutely love this resort. The staff is extremely welcoming, very knowledgeable about the area and any questions you may have. Pool is warm and clean. Wish there was roof racks for luggage. Only negative about the resort is that having kids in the pool means that the main pool is closed when you are in the camp site which can be extremely annoying. Other than that it is outstanding hotel. "
,,,"The hotel is nice but the noise is absolutely horrible. Front desk staff is not that helpful either.  We definitely didnt pay 200$ a night for this.  With the noise we couldn’t even sleep.  When we ask them for option the only option is either the traffic noise or club noise.  I think they should be giving a decent room to people who stay and pay such price.
Update: they moved us in different room the noise was same.  Room had many issues outlet not working, bad plumbing. So for the noise in this 4 star they are just offering white machine as a solution.  The night lady staff said at this time we don’t address issues like that at this time as if noise, electrical outlets and plumbing issues had business hours. Then why are you there for?  I have posted pic to show plumbing issue in this room was really bad starting from the time we checked in and the room i was provided with their “engineer” was working on. The water damage that we saw and took pic of while checking in explains the whole situation.  I wish i could post videos.  This is safety hazard",The LINE LA,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUR1dE5TTVd3EAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJEz1I84K4woARzSOwF86sb5c,,A Google Maps review about a Hotel. ###," We love it! excellent service, beautiful inside and outside the Resort. Definitely we will go back again. ",A Google Maps review about a Hotel. ###," Impressed with its central location, friendly staff, spacious hotel rooms, and the Knew Bread Cafe nearby. Just what I wanted-- nothing flashy but central to everything important to me. "
,,,Really great place to spend the night. A mom and pop but very well maintained and very quiet. Two great restaurants in walking distance. Won't disappoint.,Historic Route 66 Motel,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUR1dU5pcExnEAE,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJFSAYkZVGzYARDTwGOcPyhy8,,A Google Maps review about a Motel. ###, Spacious and very clean rooms. A neat themed motel with each rooms based off of popular TV shows. It's an excellent joint for an overnight stop on a road trip - Route 66- or when visiting Champaign-Urbana. A wonderful joint for an overnight stop on a road trip - Route 66- or when visiting Champaign-Urbana. It's very easy to spend an hour or two exploring the theme of each room- really neat ,A Google Maps review about a Motel. ###," Friendly, clean and cool. Restaurant was delicious "
,,,"Nice village with friendly people. The room is clean and tidy. If you're here, stay at this motel.",Historic Route 66 Motel,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNHcHRySHlnRRAB,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJFSAYkZVGzYARDTwGOcPyhy8,,A Google Maps review about a Motel. ###," Nice little motel. Rooms are clean and newly renovated. A plus is the the the bathroom is actually separate from the sleeping area. Never seen that before in a roadside motel. It does have a sort of retro feel, in a good way. ",A Google Maps review about a Motel. ###," Setting & accomodations were good, front desk executive was awesome. Matt was a great help! Loved the self check in, loved the heated floors!The room itself was clean but despite testing all things worked by trial and error so if u wish your outlets to work it would be best to ring for assistance. Lastly I'm a pet lover and carry 2 dogs with me always (long story). One ate a tube of tooth paste! LOL!I have to say if maintenance was available for this place, he or she was excellent! "
,,,This place was incredible!!! The rooms were clean and updated.  We had the Harley Davidson room and it was amazing!!! The woman that checked us in was so friendly and nice! Made us feel so welcome!  I would stay here again in a heartbeat!!! You will not be disappointed in this amazing motel right on historic Route 66,Historic Route 66 Motel,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUN5aGRMdWNREAE,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJFSAYkZVGzYARDTwGOcPyhy8,,A Google Maps review about a Motel. ###," Room was clean.  Park side next to the Park, nice and quiet.  Front desk gal was pleasant.  Right off the highway. ",A Google Maps review about a Motel. ###, Been here before. Comfortable rooms and free breakfast. Friendly staff as well. 
,,,"Comfy beads, warm room, clean towels, and great customer service.",Historic Route 66 Motel,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNZcWZENHFBRRAB,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJFSAYkZVGzYARDTwGOcPyhy8,,A Google Maps review about a Motel. ###," This was a great value for the money! Everything, including the rooms, was very clean as well. It's not far from Mount Rushmore, either. I would stay here again. ",A Google Maps review about a Motel. ###," We enjoyed our stay.
Recommend highly! It's value had just become more when they updated the holiday hours! "
,,,"Very clean, great location - just what we needed.",Historic Route 66 Motel,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUMyNXNTeUpBEAE,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJFSAYkZVGzYARDTwGOcPyhy8,,A Google Maps review about a Motel. ###," Clean place, OK for one night only. Breakfast is a bagel, cream cheese and coffee.  No fruits or anything else.  Definitely not worth $150.00 dollars a night. A middle school would not be justified at that price.  The women at the front desk were not very friendly either.  I am still kind of in shock over the cost versus the value.  I will not be staying there again. ",A Google Maps review about a Motel. ###," Very old but good to clean rooms, love the internet and all the channels sub tv screens, good wifi, not bad at all❤️💙 "
,,,We got the Harley Davidson room.  So clean and awesome front clerk.  Would definitely come again!,Historic Route 66 Motel,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNxdHN5VDl3RRAB,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJFSAYkZVGzYARDTwGOcPyhy8,,A Google Maps review about a Motel. ###," This was a very nice Motel.  They have newer buildings, a very nice pool and hot tub.  A restaurant on the property, and clean rooms.  Not much different from any of the upper mid range chains.  I'd stay there again. ",A Google Maps review about a Motel. ###, This is an awesome place to come stay. Clean and cheerful. The staff was there to answer all of our questions and stay one step ahead to ensure your stay was a good one. Will definitely be coming back again. Thank you for an awesome experience. 
,,,Great motel. Would recommend. Friendly staff. Checked in late but there is someone all night at the reception. The place is really cool. You also get a 10% discount in roadkill cafe if staying here,Historic Route 66 Motel,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURXNXUtVEN3EAE,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJFSAYkZVGzYARDTwGOcPyhy8,,A Google Maps review about a Motel. ###," Great little motel. Very clean, great service, and it has a vintage vibe that's cool. ",A Google Maps review about a Motel. ###, Good place to stay. They have indoor and outdoor pool. Check in at each isle. They have places to store luggage. Bed was comfortable. Definitely clean and location is good. 
,,,"I really did like this place. I’ll definitely go back. The dated room was decorated with Route 66 memorabilia. The bathroom was small. No light in the shower. The bed was very comfortable. My bedside lamp didn’t work. The guy who checked me in was very friendly. I felt like they really love what they do.  Overall, I love the Route 66 vibe.",Historic Route 66 Motel,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURoMDhpQ2tnRRAB,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJFSAYkZVGzYARDTwGOcPyhy8,,A Google Maps review about a Motel. ###, This place was amazing. Highly recommend it. ,A Google Maps review about a Motel. ###," Terrific motel. I have never considered Regency Suites before because I have always associated with their name. They seemed to have their prices in line with other places. Comfort, cleanliness and customer service that you would normally see in a nice hotel. "
,,,Great Route 66 hotel. Full refurbished room. Friendly staff. Loved it!,Historic Route 66 Motel,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUN1aHB1SEVnEAE,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJFSAYkZVGzYARDTwGOcPyhy8,,A Google Maps review about a Motel. ###," Love the retro vibe, and the rainforest shower was amazing. Front desk was friendly and helpful. Even got some local recs from another guest while checking in! ",A Google Maps review about a Motel. ###," The room was clean, the girl at the desk was friendly,  and the motel has a restaurant. "
,,,"Wendy is super nice. The parking lot is a good size. The room is cute and just what the doctor ordered for solo travel, bigger rooms are available. Love it.  Shower is clean and water pressure is good both shower and toilet lol. Locally owned! Support local! Lets take back our economy.",Historic Route 66 Motel,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNlOGRHck5REAE,Motel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJFSAYkZVGzYARDTwGOcPyhy8,,A Google Maps review about a Motel. ###," The staff were friendly and helpful. Our room was clean, with plenty of towels and even a little coffee maker. The walls seem a little weak though, we could hear everything next door and they could hear us. It’s right on the road but still was very peaceful. ",A Google Maps review about a Motel. ###, I loved this hotel.  Y ymmv. 
,,,"A whole lot to say about our visit.

It was opening day so things were bound to go a bit sideways.

Pros:

Kammi our ref - absolutely amazing! She was attentive to the group, very friendly but had no problem calling out safety items the instant someone's mask wasn't all the way down or an uncovered barrell. She was great and I highly recommend you request her if you are taking a group.

The different games fields were fun and challenging. Our group had seasoned vets and first time adults and teens so it was well balanced. Kammi started us out easy and then introduced respawns and play until you're out of paint which everyone loved.

The field paint quality was really good in my opinion. Very consistent and I wish I had a marker that could really sling it.

The whole staff was friendly and went above and beyond to ensure everyone was safe and having fun.

Cons:

The hiccups of opening day with any business, but the owner and his team took it in stride and powered through.

Ran out of air so they were transporting tanks back and forth. Also ran out of cases of paint but that too was resolved with a trip the their warehouse.  These two items didn't affect our play or the amount of fun we had.

The rental markers were all over the place. Different models, broken detents, etc.  Once again - opening day, but it's on the calendar - clean and check everything weeks in advance. We replaced a few tank o-rings ourselves from our parts kits to save time.

No chronographing of walk on players. The rentals were slow and hot and some walk on teens were definitely pushing 300 fps. That's a safety thing especially with rental masks/lenses and horrible experience for young teens playing for the first time.

I am very glad our group made it down and even with said hiccups we had a blast and will be back in the future.",The Edge Paintball Experience,,,,,,,ChZDSUhNMG9nS0VJQ0FnSURXMjd5VVZnEAE,Paintball center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJHdE1hIMeBogR8LNOcMnA1wE,,A Google Maps review about a Paintball center. ###," Balls of fun. I haven't been in years, but it seems like they've added more stuff to do at the center. It's a fun activity for groups of friends. Totally different feel now that they don't rent jerseys anymore. Con: Not as many places to buy food/drinks at the center. Con (for me): I almost bought paintballs and didn't realize until later that they don't take cards. Had to CRANK over to the nearest ATM. That said, it was a great afternoon and worth the visit. ",A Google Maps review about a Paintball center. ###, Set up financing!!! The family members who practice here are so supportive of each other and the staff is awesome 😁😁🤟🏼 and they offer more than paintballs! Come soon!  youTubing... 
,,,Good field! Just hated all the pesky  Mosquitoes.,The Edge Paintball Experience,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURJbkpqZ29BRRAB,Paintball center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJHdE1hIMeBogR8LNOcMnA1wE,,A Google Maps review about a Paintball center. ###," This was my first time going to Breakout Gaming and it was a great time. The laser tag is set up well and fun. The arcade games are well taken care of and fun. The food is a bit pricey and not that great but it’s expected to be overpriced in an arcade environment. The highlight of going to Breakout is experiencing the paintball fields. It’s an excellent chance to get dirty and play with a team in a fun setting. Just go and be aware all of the paintball equipment has proper safety, signs and warnings near it as a safety precaution. Go play, have fun and get dirty! ",A Google Maps review about a Paintball center. ###, Great course and live action is nice 
,,,Went there for the scary walk through the woods 😱 I loved it! They all did an awesome job😁,The Edge Paintball Experience,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNpNE1xSV9BRRAB,Paintball center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJHdE1hIMeBogR8LNOcMnA1wE,,A Google Maps review about a Paintball center. ###, Paintball fun..zoom zoom zoom ,A Google Maps review about a Paintball center. ###, Had a blast! 
,,,"Amazing staff. No matter what age you are, the staff and people there make sure you're welcome and included. $15 to play for 8 hours, I love it. don't waste you're money on a single 20 minute game of Lazer tag.",The Edge Paintball Experience,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUMwck5YazZRRRAB,Paintball center,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJHdE1hIMeBogR8LNOcMnA1wE,,A Google Maps review about a Paintball center. ###, First time going there and had a blast..bought a package that included 500 paintballs and a shirt..well worth it..will be going back again in the near future..great place to go and have fun..good place for kids and adults to have a fun time...highly recommended ,A Google Maps review about a Paintball center. ###, This place is one of the best field markings in Aus 
,,,"nice rooms,  helpful staff,  free bkfst next door at the restaurant!!!",Best Western Colorado River Inn,,,,,,,ChdDSUhNMG9nS0VJQ0FnSUNndi0tY3pnRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJ89LGaEkzoAR5nnk72s6hJA,,A Google Maps review about a Hotel. ###," This hotel is excellent! North of the 5 freeway, but not too far detour. Free parking, though self park. The bath tub terrace is amazing! Get a room on the 21st floor (we were there for five nights) for the best incredible view in the Hollywood Hills of the sunrise.  There's also a small pool which we never saw open. If you have dogs, there's a dog walk area. ",A Google Maps review about a Hotel. ###," Really nice place to stop.  We were on the highway and tired, so stopped.  Was surprised at how nice the rest area was. Big fish tank and ample park areas.  Clean, friendly staff.  Quiet end of the day, only one other motorist on the road.  Perfect. "
,,,"Filming location of ""YAMASHITA TOMOHISA ROUTE66"" document in 2012",Best Western Colorado River Inn,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUM4X0otYkhnEAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJ89LGaEkzoAR5nnk72s6hJA,,A Google Maps review about a Hotel. ###, Nice establishment. Lots of amenities. ,A Google Maps review about a Hotel. ###," We had a really nice time for Valentine’s weekend. Warm cozy fireplace room was perfect for our little one. Also her favorite part of room was the bathroom. Bigger than other rooms we have stayed in. An even bigger plus side to this is she LOVED the floor to ceiling mirror!
We had room 729 the older kind with remodeled bath and it was well decorated and had everything we needed. Will definitely be back next year. Room remodel was done 4 years ago.
The town has now taken away the old car jumps and lowered barriers to pass over the hump. Very nice changes. We really like that there is much better lighting now for the town and walking around is much safer now.
Almost 2 years since our stay and we still talk about it.
A family of 4 in room 219. Not many side rooms. "
,,,"Employees are nice. Working  4am to 2pm. Came back to the room at 1:30pm on a Thursday & our room still wasn't clean. No worries,  it's not like I'm a slob. Went to the housekeeping cart & called out into a room I assumed was being cleaned & nobody answered or was in the room. I put my dirty towels in the bag hanging off the cart & grabbed clean ones & was good to go. No worries.  Put a do not disturb on my door & all was well. My complaint is that there were so many flies in my room when I arrived on the day before. I used a hand towel & killed them all. The a/c filters were filled with lint, like a clothes dryer filter. (The pictures I'm showing here are AFTER I cleaned them). I pulled them out & banged them together outside my door & the lint flew off into the wind. Then I rinsed them off in the shower & dried them & put them back. No worries 👍 sneezing problem solved. Also had to use a hand towl in room 114 to slam in the bottom of the entry door where critters could crawl in from outside.  The insulation on the bottom right corner of the door was missing.  Showerhead had bad water pressure due to corrosion as well & several outlets in the room didn't work. Other than that the place isn't that bad. I'll return for work but bring a flyswatter & clean the a/c filters in the room with each visit.",Best Western Colorado River Inn,,,,,,,ChZDSUhNMG9nS0VJQ0FnSUNldk9PVElREAE,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJ89LGaEkzoAR5nnk72s6hJA,,A Google Maps review about a Hotel. ###," My daughter got married at the Bel-Air Hotel on the gorgeous lawn. The entire hotel staff, from catering, security to the hotel staff, made our day absolutely perfect! Madeleine, the restaurant manager was so helpful day of and April, Alex and the wait staff were incredible during our reception. Thank you to security for helping us get our photos shot at the site before the wedding. Thanks to housekeeping for doing a great job of cleaning our regular king room into a suite for us for the night! ",A Google Maps review about a Hotel. ###," My boyfriend surprised me for our anniversary by booking this hotel! I was pretty apprehensive because of the negative reviews, but from my 10 minute drive to the hotel, it seems like it’s a beautiful hotel. We got checked in and that took about 5 minutes. The lady checked us and my boyfriend wasn’t even in sight yet and she had this “serious face,” and said she was having a tough day and told my boyfriend about it and apologized.

Our couple’s room was very spacious and clean. We have towels that are dryer friendly and those were the first things we pulled out and started strapping our wet suit between them. The beds were extremely comfy. The balcony is huge and you see the river in the distance. The bathroom was spacious and it included a a very stylish toilet seat cover. There was also a heater which came in handy!

From the restaurant and the gift shop, they are all very cute especially"
,,,"The most DISGUSTING place I've ever had to stay! It wasn't clean AT ALL. Hand prints on the mirror, mold and pee all over the toilet. The bath was so disgusting, I put a towel down to shower. Front desk was rude, as well. $200/night! He acted like I couldn't pay it... Like that hotel was celebrity status of something. It was so awful.",Best Western Colorado River Inn,,,,,,,ChdDSUhNMG9nS0VJQ0FnSURTMDZheTlRRRAB,Hotel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAKE,ChIJJ89LGaEkzoAR5nnk72s6hJA,,A Google Maps review about a Hotel. ###, What a beautiful Hotel and Casino. We had a lovely time.  Turned $20 into $100 and we are headed home with pockets full of cash.  Fun time.  All here was nice and management was on top of game. ,A Google Maps review about a Hotel. ###, Spacious fitness center and spa. Great location close to restaurants and shopping in Aberdeen. A great place to stay is if you are traveling with the family. 
