prompt,completion,reviewId,url,placeId,stars
"Write a 5.0 stars Google Maps review about a Ethiopian restaurant, with the following keywords: anjera, smoothies, delicious.",Delicious smoothies and best anjera,ChZDSUhNMG9nS0VJQ0FnSUNnbElpd0hREAE,"https://www.google.de/maps/place/Addis+Restaurant/@40.100258,-83.3275884,10z/data=!4m6!3m5!1s0x88388bae378177cb:0x4fcff3e79afbe44f!8m2!3d40.0450167!4d-82.9575889!16s%2Fg%2F1tdfzd2w?hl=en",ChIJy3eBN66LOIgRT-T7mufzz08,5.0
"Write a 4.0 stars Google Maps review about a Amusement center, with the following keywords: crowded, come, staff.",First time here. Fairly busy. But not feeling crowded. Lots of activities for small and tall. Staff is working hard. People seem happy all in all. I would come back again.,ChZDSUhNMG9nS0VJQ0FnSURPMklTaEhnEAE,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,4.0
"Write a 4.0 stars Google Maps review about a Amusement center, with the following keywords: attractions, cleaning, repairs.","over the past few years, everything remains here as before, nothing has been updated, and many attractions look sad.  But nevertheless, this is a fun pastime if you close your eyes to the shortcomings.  But it would not be bad to do at least occasionally wet cleaning and cosmetic repairs.  I recommend buying tickets on Groupon.  This is three times cheaper than the ticket price right here.  A pair of socks is included in the ticket price.  Have a good time, have fun, leave a couple of extra pounds here.  get a boost of energy!",ChdDSUhNMG9nS0VJQ0FnSUNHOXRER2pnRRAB,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,4.0
"Write a 1.0 stars Google Maps review about a Amusement center, with the following keywords: facility, staff, place.","This place is definitely not managed well. It is very dirty, there’s no maintenance on the facility. One of the staff members was swinging from a ring, the chain broke off almost landing on my child. Will not be coming to this place again.",ChdDSUhNMG9nS0VJQ0FnSUNCNGVlRDJ3RRAB,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,1.0
"Write a 1.0 stars Google Maps review about a Amusement center, with the following keywords: facility, unhygienic, roof.","Dirty,unhygienic, unsafe and unkempt facility,leaking roof and dust all around. Never again kind of experience",ChZDSUhNMG9nS0VJQ0FnSUNCN2VtVkRBEAE,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,1.0
"Write a 5.0 stars Google Maps review about a Amusement center, with the following keywords: play, prices, kiddos.",Great for kiddos to play and prices are good,ChdDSUhNMG9nS0VJQ0FnSUQtekp6Und3RRAB,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,5.0
"Write a 5.0 stars Google Maps review about a Amusement center, with the following keywords: 90min, kids, recomendación.",Excellent place for kids recomendación buy 90min is perfect for kids,ChZDSUhNMG9nS0VJQ0FnSUNoNU1tb0hnEAE,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,5.0
"Write a 1.0 stars Google Maps review about a Amusement center, with the following keywords: workers, jumpers, lazy.",Most jumpers are closed an all workers just hanging out on one spot they are lazy an don't want to supervise.... Plus they all smell like weed when they are kids in here. What a place last time I'm coming to this place.,ChZDSUhNMG9nS0VJQ0FnSUNXaFBMLWJ3EAE,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,1.0
"Write a 3.0 stars Google Maps review about a Amusement center, with the following keywords: renovate, cleanliness, gnats.",The place needs to close for about four or five days they need to renovate. They need to clean all the fans and also they need to clean those nets that’s full of dust my little cousin had a party July 30 and there were so many gnats in our private roam it was ridiculous overall the experience was pretty interesting but the cleanliness they need to fix ASAP.,ChZDSUhNMG9nS0VJQ0FnSUN1OGFpdURnEAE,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,3.0
"Write a 5.0 stars Google Maps review about a Amusement center, with the following keywords: climbing, bouncing, place.",Nice place to get rid of some energy. They have nice place where one can order food and drinks. Multiple areas for bouncing and climbing. You do need to sign a waiver in their computers or ahead on their website.,ChdDSUhNMG9nS0VJQ0FnSUNHaWZHWjNnRRAB,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,5.0
"Write a 1.0 stars Google Maps review about a Amusement center, with the following keywords: daycare, staff, parents.","Ridiculous. Hadn’t been here in yrs. Staff all in one spot chatting and goofing around all seem like teenagers. Unsupervised daycare, where seems like parents just come and pay 3hrs and drop off their troublemakers. Didn’t even stay the full time paid, wasn’t even worth my time in trying to talk to who was in charge.",ChdDSUhNMG9nS0VJQ0FnSURlOXRTV3JBRRAB,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,1.0
"Write a 5.0 stars Google Maps review about a Amusement center, with the following keywords: grandkids, workout, great.","Take my grandkids here often, they Love it, and a great workout for myself",ChZDSUhNMG9nS0VJQ0FnSUMtX2M3VVRREAE,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,5.0
"Write a 4.0 stars Google Maps review about a Amusement center, with the following keywords: jump, place, fun.",Good place for kids if they like jump. They have several courts and you can purchase ticket for a limited time. The maximum time is 90 minuets that looks pretty enough because you don’t have many choices there. Every thing looks pretty old but is fun. Parking is free but I believe the entrance is expensive.,ChZDSUhNMG9nS0VJQ0FnSURBcnJyeVJnEAE,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,4.0
"Write a 5.0 stars Google Maps review about a Amusement center, with the following keywords: trampolines, hoops, dodgeball.","We came on a Thursday, and it wasn’t too busy.  There were plenty of individual trampolines, which makes it safer for younger children.  They also separate the younger children from the adults.  There’s a foam pit, basketball hoops, and a few other things.  The dodgeball section was unavailable when we visited.",ChdDSUhNMG9nS0VJQ0FnSURBOGRpODVBRRAB,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,5.0
"Write a 2.0 stars Google Maps review about a Amusement center, with the following keywords: kids, boys, service.","Subpar experience. The boys (not men) working are regularly derelict of their duty. They demean kids who ask questions, foregoing any semblance of customer service. The boys would rather take up space and oxygen posted up with their boys back on the block. Hours of operation are incorrect, but they’ll gladly charge full price. Highly recommend going elsewhere.",ChdDSUhNMG9nS0VJQ0FnSUNnMExYMm1nRRAB,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,2.0
"Write a 2.0 stars Google Maps review about a Amusement center, with the following keywords: volleyball, play, musty.","Super full, workers aren't paying attention to the games so you can't play since they don't take turns and it's musty, and the fans are dirty and it's small and has no stuff to do l, volleyball is aggressive and it's boring  and there's holes where kids can get hurt and stuck I don't recommend and it's Dirtys",ChdDSUhNMG9nS0VJQ0FnSUNCczlfdHZRRRAB,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,2.0
"Write a 3.0 stars Google Maps review about a Amusement center, with the following keywords: courts, crowded, place.","Fun place, yes.  Perfect for holding kids birthday party, yes.  But I'm getting more and more concerned about the hygiene condition in and out of the various courts.  Plus the place doesn't seem to invest in improving its air conditioning system, for years there are just fans blowing when it is crowded, almost all kids and adults running around in soaking sweat, which increases the risk of spreading germs...",ChZDSUhNMG9nS0VJQ0FnSUN3aVBUTFFREAE,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,3.0
"Write a 2.0 stars Google Maps review about a Amusement center, with the following keywords: sky, zone, unprofessional.","Sky Zone is a very fun place to take your kids,  BUT when you have young people working there it can get a little unprofessional. I get having a good time with coworkers to have time go by faster...BUT yelling at kids is very unprofessional. Announcing rap battles and all employees yelling, very unprofessional. And then they have ants crawling all over the place. That place is dirty.",ChdDSUhNMG9nS0VJQ0FnSURRMl9XQnVnRRAB,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,2.0
"Write a 5.0 stars Google Maps review about a Amusement center, with the following keywords: skyzone, bathrooms, birthdays.","My family loves SkyZone. It's well kept, the service is good and the staff is good at enforcing safety rules. We've also been to birthdays here and they are well done. The bathrooms have been pretty clean even on busy days.",ChdDSUhNMG9nS0VJQ0FnSURRcllTdDV3RRAB,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,5.0
"Write a 4.0 stars Google Maps review about a Amusement center, with the following keywords: fans, family, hot.",It’s a nice place for the family. It was hot but there was fans set up that helped a lot. My family enjoyed it.,ChdDSUhNMG9nS0VJQ0FnSUNHbXJqXzBBRRAB,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,4.0
"Write a 5.0 stars Google Maps review about a Amusement center, with the following keywords: place, date, enjoy.",This place is great for family's and date night. And great source of exercise! Me and my family really enjoy coming here.,ChZDSUhNMG9nS0VJQ0FnSUNBNlotOUdREAE,"https://www.google.com/maps/place/Sky+Zone+Trampoline+Park/@33.8588559,-118.8353515,10z/data=!4m6!3m5!1s0x80c2b55af3d45b61:0xb752365d68594785!8m2!3d33.8588559!4d-118.3080078!16s%2Fg%2F1262nx4jt?hl=en",ChIJYVvU81q1woARhUdZaF02Urc,5.0
"Write a 4.0 stars Google Maps review about a Bowling alley, with the following keywords: reservation, staff, seating.","The staff were super friendly and service was great. Food is pretty standard concession food, didn’t go for the food and certainly not staying for the food. Played great music, lanes and seating area were tidy. Plenty of balls to choose from. I’m super annoyed at their pricing structure tho. I probably won’t go back because it was so expensive to make a reservation and the wait is so long for just a walk in.",ChdDSUhNMG9nS0VJQ0FnSUNXaWJuY2p3RRAB,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,4.0
"Write a 5.0 stars Google Maps review about a Bowling alley, with the following keywords: bowl, denver, lanes.","One of my favorite places to bowl in metro Denver!  Brandon is always a pleasant guy, and the chicken fingers are restaurant quality.  If you’re looking to bowl for fun or competitively this is a great spot!  Thanks to everyone at the lanes!",ChdDSUhNMG9nS0VJQ0FnSUNleThlanp3RRAB,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,5.0
"Write a 4.0 stars Google Maps review about a Bowling alley, with the following keywords: pub, arcade, place.","Hip place! Nice lanes, almost too slippery though. Great arcade games for what they have. Decent prices! And nothing better than pub food. You can tell they were in need of staff, but patience can be had.",ChZDSUhNMG9nS0VJQ0FnSURxdW9UY1Z3EAE,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,4.0
"Write a 1.0 stars Google Maps review about a Bowling alley, with the following keywords: bar, groupon, bowl.","Came for the Tuesday deal. Was told it would be 20-30min wait for leagues and parties to end. However, league doesn’t end until 9pm and about 3/4 of the lanes are dedicated to league games. We ended up waiting over and hour to bowl. Our issue is they knew league wouldn’t end until 9 and they gave us a complete unrealistic waiting time. Also multiple lanes (many next to each other) were completely open but they wouldn’t allow anyone to bowl next to league games. This is incredibly frustrating for local patrons who want to take advantage of their weekly deals. So disappointing. Also if you plan to have a night with a lot of people at the bar it would be nice to have more then one bartender to serve drinks took forever to get anything

Came back with a Groupon, just a heads up if you use a Groupon you have restrictions on your lane that are not listed.",ChdDSUhNMG9nS0VJQ0FnSUNza2Vmc2xnRRAB,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,1.0
"Write a 3.0 stars Google Maps review about a Bowling alley, with the following keywords: bar, arcade, alley.","Nice Bowling Alley, they recently did a remodel, added some new features and it graded the bathroom. I like the upgrades, arcade, bar, atm, pro shop, nice retro look. They have a lot of open space, video games spread out all  throughout the space it makes it feel like fun everywhere even if you’re not bowling. They added a food section called food truck it’s inside, the food is American fare, pretzels, hot dogs, pizza, etc. They also have a full bar, wide screen TVs and neon everywhere.",ChZDSUhNMG9nS0VJQ0FnSURNenFpdVJnEAE,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,3.0
"Write a 5.0 stars Google Maps review about a Bowling alley, with the following keywords: menu, nachos, pizza.","Lots of Menu choices... We LOVED the PIZZA, it was the best we have ever had!! It had lots of cheese and pep. The nachos were very well portioned for the price, they had cheese Sauce on them the ingredients were fresh tasting! Also the bacon cheese fries were very tasty, even though the grill closes at 10:30 they still cooked us fresh bacon for our fries very good customer service!! Good Job AMC we were very pleased to bring our family here for a late night  dinner ;)",ChdDSUhNMG9nS0VJQ0FnSURBek9fX29BRRAB,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,5.0
"Write a 4.0 stars Google Maps review about a Bowling alley, with the following keywords: bar, arcade, bowling.",Busy bowling alley with mini arcade and basic food and a full bar. Nights and weekend can get a little spendy. Sat at 5pm and there was no server available which was a little annoying but not a huge deal.,ChdDSUhNMG9nS0VJQ0FnSUNXaThIRjVnRRAB,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,4.0
"Write a 2.0 stars Google Maps review about a Bowling alley, with the following keywords: lanes, bowled, bowl.","Old lanes, no action. Ridiculous prices. Total and complete rip off on food. Haven't bowled in 25 years and will never bowl again !
Forced tipping for god awful food and service !
Had to send the burger back for false advertising !",ChdDSUhNMG9nS0VJQ0FnSUQteFk3eDJnRRAB,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,2.0
"Write a 4.0 stars Google Maps review about a Bowling alley, with the following keywords: bowling, bowl, fun.","It's been around 20 years since I've been bowling but this was my birthday so I decide to go with some family. Bowling hasn't changed, it's still really fun even if you can barely break 100. They have updated the decor though, looks much more modern. Only reaaso  I fave 4 stars instead of 5 is because of how much pricing has changed. Ok, I know 20 is a long time but its $10 a game now and just under $7 for shoes, per player. But I guess if I want to advertise money I could bowl after 9 at greatly reduced prices, but I'm old.",ChdDSUhNMG9nS0VJQ0FnSUR1X3Y2N2xBRRAB,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,4.0
"Write a 5.0 stars Google Maps review about a Bowling alley, with the following keywords: shawn, lee, coach.","Shawn Lee of the TenBack pro shop is exactly what you dream about for a coach and owner. He runs his shop with knowledgeable employees and passion. He remembers customers by name and takes pride in his work. Monaco takes care of their lanes and their employees. Clean, spacious, and great service.",ChdDSUhNMG9nS0VJQ0FnSUN3cTVtc2hRRRAB,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,5.0
"Write a 5.0 stars Google Maps review about a Bowling alley, with the following keywords: texas, visiting, blast.",Visiting from Texas. Had a blast. Definitely two thumbs up 👍👍,ChZDSUhNMG9nS0VJQ0FnSUNXNHN1TUVREAE,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,5.0
"Write a 4.0 stars Google Maps review about a Bowling alley, with the following keywords: lanes, bowl, bowled.","This is my favorite lanes here in Denver. The specials they have are decently priced and there are a lot of days where you can bowl for pretty cheap. They also have a variety of leagues to choose from. I'm joining my first league this summer and pretty excited about it. I love the Sunday morning 10am to Noon games because it's only $2 a game which is really nice, my roommate almost bowled a 300 last Sunday. The only issue I have is that the lanes are extremely dry if you go for a late night special, if you are throwing house balls it's fine but if you have your own professional balls then it can be frustrating.",ChdDSUhNMG9nS0VJQ0FnSUNZaXRYYm1nRRAB,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,4.0
"Write a 4.0 stars Google Maps review about a Bowling alley, with the following keywords: bowling, alley, lane.","Great authentic bowling alley, but with better food, big screens and good music!  A bit on the pricey side though, for the lane rentals. We had to go through sales reps that are most likely commission based.  However, the staff is amazing and friendly though.",ChdDSUhNMG9nS0VJQ0FnSUNvM3I3ZWdRRRAB,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,4.0
"Write a 4.0 stars Google Maps review about a Bowling alley, with the following keywords: bowling, lanes, sports.","Straightforward quality bowling lanes. I especially like this location because all the bowling balls were very organized and easy to find according to weight. They are also color coded by weight which is really awesome. They have massive TV screens at the end of the lanes which usually have whatever the biggest sports game is. Really wallet friendly prices too. Highly recommended, comfortable spot to go bowling with friends or significant other.",ChdDSUhNMG9nS0VJQ0FnSUN3aHF1T3N3RRAB,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,4.0
"Write a 5.0 stars Google Maps review about a Bowling alley, with the following keywords: staff, courteous, fun.",We had a great time and the staff was courteous and fast.  We will do this again.  So fun!,ChdDSUhNMG9nS0VJQ0FnSURXOU5Ld3h3RRAB,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,5.0
"Write a 3.0 stars Google Maps review about a Bowling alley, with the following keywords: visit, bowling, overpriced.",Enjoyed my visit but the bowling is way overpriced. Paid $50 for two people to bowl three games. The table was dirty but a staff member came and cleaned it up for us.,ChdDSUhNMG9nS0VJQ0FnSURRa1BTQjFnRRAB,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,3.0
"Write a 5.0 stars Google Maps review about a Bowling alley, with the following keywords: staff, attending, facilitate.",Every week I see how amazing the staff are and on Saturdays they facilitate a special needs session that we love attending.,ChdDSUhNMG9nS0VJQ0FnSURnMm9LU2pnRRAB,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,5.0
"Write a 1.0 stars Google Maps review about a Bowling alley, with the following keywords: lanes, waited, lane.","Showed up and was told maybe 20 min to wait. A ton of open lanes but never used. Waited and hour and left. Woke up this morning, nothing, then 2 hours later my lane is ready? REALLY? 😔",ChZDSUhNMG9nS0VJQ0FnSURNbV9QYUN3EAE,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,1.0
"Write a 5.0 stars Google Maps review about a Bowling alley, with the following keywords: lanes, fries, place.",This place has it all. A myriad of lanes? Check. Cool music and lighting? Check. Great French fries? Big check. Highly recommend.,ChZDSUhNMG9nS0VJQ0FnSURBb2Flb2J3EAE,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,5.0
"Write a 5.0 stars Google Maps review about a Bowling alley, with the following keywords: ball, fit, size.",Go see Sean in the store to get a ball that fit your needs. He is the man and will set you up with the right size and fit.,ChZDSUhNMG9nS0VJQ0FnSUMwc09tbkJnEAE,"https://www.google.de/maps/place/Bowlero+Cherry+Creek/@39.701248,-104.9799738,13z/data=!4m6!3m5!1s0x876c7db6c911de67:0x7ca8ad4cda453c4f!8m2!3d39.701248!4d-104.909936!16s%2Fg%2F1wh4gbn1?hl=en",ChIJZ94RybZ9bIcRTzxF2kytqHw,5.0
"Write a 5.0 stars Google Maps review about a Zoo, with the following keywords: zoos, zoo, denver.","The Denver Zoo is one of the best zoos I've been to. I would give it third place - behind only San Diego & the National Zoo. It's a very big zoo for being right in the city,  with easy access from downtown and 25. Admission is incredibly reasonable and is a better deal than the aquarium.  The enclosures are great and the animals seem very well cared for.  We did a ""behind the scenes"" with birds of pretty and it was excellent! Tons of great information the keepers were amazing and clearly loved the animals they work with.

100% recommend it!",ChZDSUhNMG9nS0VJQ0FnSUNXNXJHd0h3EAE,"https://www.google.de/maps/place/Denver+Zoo/@39.7167041,-104.9604587,12z/data=!4m6!3m5!1s0x876c794e20258f71:0x53fd0ed23d876c29!8m2!3d39.7501637!4d-104.948953!16zL20vMGN5bnhk?hl=en",ChIJcY8lIE55bIcRKWyHPdIO_VM,5.0
